sale_date,medicine_name,manufacturer,storage_condition,quantity_sold,temperature,flu_season,rain
4/9/2024,Loratadine 10mg,OPC Pharma,"Bảo quản nơi khô ráo, thoáng mát",28,25,1,0
4/9/2024,Omeprazole 20mg,Imexpharm,Bảo quản ở nhiệt độ phòng,73,22,1,0
4/10/2024,Paracetamol 500mg,Imexpharm,Giữ trong tủ lạnh (2-8°C),19,32,1,0
4/10/2024,Amoxicillin 250mg,Stella Pharma,Giữ trong tủ lạnh (2-8°C),104,32,1,1
4/10/2024,Vitamin C 1000mg,Imexpharm,Để xa tầm tay trẻ em,102,30,1,0
4/10/2024,Ibuprofen 400mg,Imexpharm,Để xa tầm tay trẻ em,17,32,1,1
4/10/2024,Aspirin 81mg,OPC Pharma,Tránh ánh nắng trực tiếp,102,24,1,1
4/10/2024,Cefixime 200mg,DHG Pharmacy,Để xa tầm tay trẻ em,52,34,1,0
4/10/2024,Loratadine 10mg,DHG Pharmacy,Để xa tầm tay trẻ em,83,30,1,0
4/10/2024,Omeprazole 20mg,Mekophar,Tránh ánh nắng trực tiếp,39,27,1,0
4/11/2024,Paracetamol 500mg,Stella Pharma,Giữ trong tủ lạnh (2-8°C),75,35,1,0
4/11/2024,Amoxicillin 250mg,DHG Pharmacy,Giữ trong tủ lạnh (2-8°C),112,35,1,1
4/11/2024,Vitamin C 1000mg,Mekophar,Tránh ánh nắng trực tiếp,12,32,1,0
4/11/2024,Ibuprofen 400mg,DHG Pharmacy,"Bảo quản nơi khô ráo, thoáng mát",42,34,1,1
4/11/2024,Aspirin 81mg,Stella Pharma,"Bảo quản nơi khô ráo, thoáng mát",91,28,1,1
4/11/2024,Cefixime 200mg,OPC Pharma,Giữ trong tủ lạnh (2-8°C),26,27,1,0
4/11/2024,Loratadine 10mg,Boston Pharma,Để xa tầm tay trẻ em,64,29,1,0
4/11/2024,Omeprazole 20mg,Stella Pharma,Tránh ánh nắng trực tiếp,18,33,1,0
4/12/2024,Paracetamol 500mg,Boston Pharma,"Bảo quản nơi khô ráo, thoáng mát",117,34,1,1
4/12/2024,Amoxicillin 250mg,Stella Pharma,Tránh ánh nắng trực tiếp,55,23,1,1
4/12/2024,Vitamin C 1000mg,Stella Pharma,Bảo quản ở nhiệt độ phòng,63,24,1,0
4/12/2024,Ibuprofen 400mg,Stella Pharma,"Bảo quản nơi khô ráo, thoáng mát",58,22,1,0
4/12/2024,Aspirin 81mg,Imexpharm,Giữ trong tủ lạnh (2-8°C),114,27,1,1
4/12/2024,Cefixime 200mg,DHG Pharmacy,Bảo quản ở nhiệt độ phòng,112,21,1,1
4/12/2024,Loratadine 10mg,Stella Pharma,Tránh ánh nắng trực tiếp,43,24,1,1
4/12/2024,Omeprazole 20mg,Stella Pharma,Bảo quản ở nhiệt độ phòng,114,28,1,0
4/13/2024,Paracetamol 500mg,Mekophar,Bảo quản ở nhiệt độ phòng,68,32,1,1
4/13/2024,Amoxicillin 250mg,Mekophar,Giữ trong tủ lạnh (2-8°C),100,34,1,1
4/13/2024,Vitamin C 1000mg,Stella Pharma,Bảo quản ở nhiệt độ phòng,100,26,1,0
4/13/2024,Ibuprofen 400mg,Stella Pharma,"Bảo quản nơi khô ráo, thoáng mát",60,31,1,0
4/13/2024,Aspirin 81mg,Stella Pharma,Tránh ánh nắng trực tiếp,17,22,1,0
4/13/2024,Cefixime 200mg,DHG Pharmacy,Để xa tầm tay trẻ em,23,34,1,1
4/13/2024,Loratadine 10mg,Stella Pharma,"Bảo quản nơi khô ráo, thoáng mát",109,31,1,0
4/13/2024,Omeprazole 20mg,Stella Pharma,Giữ trong tủ lạnh (2-8°C),98,22,1,1
4/14/2024,Paracetamol 500mg,DHG Pharmacy,Để xa tầm tay trẻ em,48,34,1,0
4/14/2024,Amoxicillin 250mg,Mekophar,"Bảo quản nơi khô ráo, thoáng mát",55,27,1,1
4/14/2024,Vitamin C 1000mg,DHG Pharmacy,Giữ trong tủ lạnh (2-8°C),71,27,1,0
4/14/2024,Ibuprofen 400mg,Traphaco,"Bảo quản nơi khô ráo, thoáng mát",116,21,1,1
4/14/2024,Aspirin 81mg,Imexpharm,Tránh ánh nắng trực tiếp,97,28,1,1
4/14/2024,Cefixime 200mg,Imexpharm,Tránh ánh nắng trực tiếp,77,33,1,1
4/14/2024,Loratadine 10mg,Mekophar,Bảo quản ở nhiệt độ phòng,114,32,1,0
4/14/2024,Omeprazole 20mg,Imexpharm,Tránh ánh nắng trực tiếp,98,24,1,1
4/15/2024,Paracetamol 500mg,Imexpharm,"Bảo quản nơi khô ráo, thoáng mát",17,30,1,1
4/15/2024,Amoxicillin 250mg,DHG Pharmacy,Để xa tầm tay trẻ em,20,33,1,0
4/15/2024,Vitamin C 1000mg,Traphaco,Bảo quản ở nhiệt độ phòng,65,23,1,0
4/15/2024,Ibuprofen 400mg,Traphaco,"Bảo quản nơi khô ráo, thoáng mát",47,33,1,1
4/15/2024,Aspirin 81mg,Traphaco,Để xa tầm tay trẻ em,80,34,1,0
4/15/2024,Cefixime 200mg,OPC Pharma,Tránh ánh nắng trực tiếp,75,32,1,0
4/15/2024,Loratadine 10mg,Boston Pharma,Tránh ánh nắng trực tiếp,113,26,1,0
4/15/2024,Omeprazole 20mg,Mekophar,Để xa tầm tay trẻ em,24,20,1,0
4/16/2024,Paracetamol 500mg,Boston Pharma,Giữ trong tủ lạnh (2-8°C),47,26,1,0
4/16/2024,Amoxicillin 250mg,Boston Pharma,Để xa tầm tay trẻ em,97,32,1,0
4/16/2024,Vitamin C 1000mg,Stella Pharma,Giữ trong tủ lạnh (2-8°C),85,22,1,1
4/16/2024,Ibuprofen 400mg,DHG Pharmacy,Tránh ánh nắng trực tiếp,103,26,1,0
4/16/2024,Aspirin 81mg,OPC Pharma,Giữ trong tủ lạnh (2-8°C),19,34,1,0
4/16/2024,Cefixime 200mg,Imexpharm,Để xa tầm tay trẻ em,104,24,1,0
4/16/2024,Loratadine 10mg,Mekophar,Giữ trong tủ lạnh (2-8°C),59,33,1,1
4/16/2024,Omeprazole 20mg,DHG Pharmacy,Tránh ánh nắng trực tiếp,26,24,1,0
4/17/2024,Paracetamol 500mg,Mekophar,Tránh ánh nắng trực tiếp,87,24,1,1
4/17/2024,Amoxicillin 250mg,Traphaco,Tránh ánh nắng trực tiếp,22,35,1,1
4/17/2024,Vitamin C 1000mg,Boston Pharma,Để xa tầm tay trẻ em,90,25,1,0
4/17/2024,Ibuprofen 400mg,Traphaco,Để xa tầm tay trẻ em,103,33,1,0
4/17/2024,Aspirin 81mg,Stella Pharma,"Bảo quản nơi khô ráo, thoáng mát",19,28,1,1
4/17/2024,Cefixime 200mg,OPC Pharma,Tránh ánh nắng trực tiếp,58,33,1,0
4/17/2024,Loratadine 10mg,DHG Pharmacy,Để xa tầm tay trẻ em,42,21,1,0
4/17/2024,Omeprazole 20mg,Boston Pharma,Giữ trong tủ lạnh (2-8°C),99,26,1,0
4/18/2024,Paracetamol 500mg,OPC Pharma,Tránh ánh nắng trực tiếp,24,30,1,0
4/18/2024,Amoxicillin 250mg,Boston Pharma,Để xa tầm tay trẻ em,65,32,1,1
4/18/2024,Vitamin C 1000mg,Boston Pharma,Tránh ánh nắng trực tiếp,85,35,1,0
4/18/2024,Ibuprofen 400mg,Traphaco,"Bảo quản nơi khô ráo, thoáng mát",98,27,1,0
4/18/2024,Aspirin 81mg,Boston Pharma,Bảo quản ở nhiệt độ phòng,84,35,1,1
4/18/2024,Cefixime 200mg,Imexpharm,Giữ trong tủ lạnh (2-8°C),75,22,1,1
4/18/2024,Loratadine 10mg,Traphaco,Bảo quản ở nhiệt độ phòng,50,20,1,0
4/18/2024,Omeprazole 20mg,OPC Pharma,"Bảo quản nơi khô ráo, thoáng mát",13,29,1,1
4/19/2024,Paracetamol 500mg,DHG Pharmacy,"Bảo quản nơi khô ráo, thoáng mát",59,27,1,1
4/19/2024,Amoxicillin 250mg,Traphaco,"Bảo quản nơi khô ráo, thoáng mát",51,21,1,1
4/19/2024,Vitamin C 1000mg,DHG Pharmacy,Giữ trong tủ lạnh (2-8°C),79,32,1,0
4/19/2024,Ibuprofen 400mg,Boston Pharma,Giữ trong tủ lạnh (2-8°C),83,31,1,0
4/19/2024,Aspirin 81mg,Imexpharm,"Bảo quản nơi khô ráo, thoáng mát",14,26,1,0
4/19/2024,Cefixime 200mg,DHG Pharmacy,Tránh ánh nắng trực tiếp,95,23,1,0
4/19/2024,Loratadine 10mg,Imexpharm,Bảo quản ở nhiệt độ phòng,16,27,1,1
4/19/2024,Omeprazole 20mg,Mekophar,Bảo quản ở nhiệt độ phòng,112,32,1,1
4/20/2024,Paracetamol 500mg,Mekophar,Giữ trong tủ lạnh (2-8°C),115,31,1,1
4/20/2024,Amoxicillin 250mg,DHG Pharmacy,Bảo quản ở nhiệt độ phòng,50,22,1,0
4/20/2024,Vitamin C 1000mg,Boston Pharma,Để xa tầm tay trẻ em,87,31,1,0
4/20/2024,Ibuprofen 400mg,Stella Pharma,Để xa tầm tay trẻ em,69,33,1,0
4/20/2024,Aspirin 81mg,Mekophar,"Bảo quản nơi khô ráo, thoáng mát",76,29,1,0
4/20/2024,Cefixime 200mg,Boston Pharma,Tránh ánh nắng trực tiếp,57,29,1,0
4/20/2024,Loratadine 10mg,Mekophar,Bảo quản ở nhiệt độ phòng,14,33,1,0
4/20/2024,Omeprazole 20mg,Traphaco,Giữ trong tủ lạnh (2-8°C),112,35,1,0
4/21/2024,Paracetamol 500mg,Traphaco,Để xa tầm tay trẻ em,73,21,1,1
4/21/2024,Amoxicillin 250mg,Imexpharm,Tránh ánh nắng trực tiếp,102,33,1,1
4/21/2024,Vitamin C 1000mg,Mekophar,Tránh ánh nắng trực tiếp,14,26,1,1
4/21/2024,Ibuprofen 400mg,Boston Pharma,"Bảo quản nơi khô ráo, thoáng mát",111,24,1,0
4/21/2024,Aspirin 81mg,Boston Pharma,Tránh ánh nắng trực tiếp,12,20,1,1
4/21/2024,Cefixime 200mg,OPC Pharma,Để xa tầm tay trẻ em,105,35,1,1
4/21/2024,Loratadine 10mg,Stella Pharma,Tránh ánh nắng trực tiếp,71,35,1,1
4/21/2024,Omeprazole 20mg,Imexpharm,Bảo quản ở nhiệt độ phòng,120,26,1,1
4/22/2024,Paracetamol 500mg,Boston Pharma,Bảo quản ở nhiệt độ phòng,64,32,1,0
4/22/2024,Amoxicillin 250mg,Mekophar,"Bảo quản nơi khô ráo, thoáng mát",80,28,1,0
4/22/2024,Vitamin C 1000mg,Mekophar,Giữ trong tủ lạnh (2-8°C),14,20,1,0
4/22/2024,Ibuprofen 400mg,Mekophar,Bảo quản ở nhiệt độ phòng,57,21,1,1
4/22/2024,Aspirin 81mg,DHG Pharmacy,Tránh ánh nắng trực tiếp,76,31,1,1
4/22/2024,Cefixime 200mg,Traphaco,Bảo quản ở nhiệt độ phòng,95,34,1,0
4/22/2024,Loratadine 10mg,OPC Pharma,Bảo quản ở nhiệt độ phòng,114,25,1,0
4/22/2024,Omeprazole 20mg,Mekophar,Bảo quản ở nhiệt độ phòng,78,31,1,1
4/23/2024,Paracetamol 500mg,Boston Pharma,Để xa tầm tay trẻ em,20,25,1,0
4/23/2024,Amoxicillin 250mg,DHG Pharmacy,"Bảo quản nơi khô ráo, thoáng mát",77,30,1,1
4/23/2024,Vitamin C 1000mg,Imexpharm,Giữ trong tủ lạnh (2-8°C),48,31,1,0
4/23/2024,Ibuprofen 400mg,Boston Pharma,Bảo quản ở nhiệt độ phòng,82,25,1,1
4/23/2024,Aspirin 81mg,DHG Pharmacy,Bảo quản ở nhiệt độ phòng,110,32,1,1
4/23/2024,Cefixime 200mg,Imexpharm,Tránh ánh nắng trực tiếp,55,33,1,0
4/23/2024,Loratadine 10mg,Stella Pharma,"Bảo quản nơi khô ráo, thoáng mát",56,33,1,0
4/23/2024,Omeprazole 20mg,Stella Pharma,Tránh ánh nắng trực tiếp,107,34,1,0
4/24/2024,Paracetamol 500mg,Stella Pharma,"Bảo quản nơi khô ráo, thoáng mát",44,21,1,0
4/24/2024,Amoxicillin 250mg,Traphaco,Bảo quản ở nhiệt độ phòng,45,31,1,1
4/24/2024,Vitamin C 1000mg,DHG Pharmacy,"Bảo quản nơi khô ráo, thoáng mát",84,29,1,1
4/24/2024,Ibuprofen 400mg,OPC Pharma,Để xa tầm tay trẻ em,91,20,1,0
4/24/2024,Aspirin 81mg,Boston Pharma,Tránh ánh nắng trực tiếp,46,20,1,1
4/24/2024,Cefixime 200mg,Traphaco,Giữ trong tủ lạnh (2-8°C),39,33,1,0
4/24/2024,Loratadine 10mg,DHG Pharmacy,Tránh ánh nắng trực tiếp,51,29,1,0
4/24/2024,Omeprazole 20mg,Mekophar,Bảo quản ở nhiệt độ phòng,23,24,1,1
4/25/2024,Paracetamol 500mg,Mekophar,"Bảo quản nơi khô ráo, thoáng mát",78,20,1,1
4/25/2024,Amoxicillin 250mg,OPC Pharma,Bảo quản ở nhiệt độ phòng,54,24,1,1
4/25/2024,Vitamin C 1000mg,Imexpharm,Bảo quản ở nhiệt độ phòng,113,27,1,1
4/25/2024,Ibuprofen 400mg,OPC Pharma,Để xa tầm tay trẻ em,98,27,1,1
4/25/2024,Aspirin 81mg,Imexpharm,Giữ trong tủ lạnh (2-8°C),13,26,1,0
4/25/2024,Cefixime 200mg,OPC Pharma,"Bảo quản nơi khô ráo, thoáng mát",10,33,1,0
4/25/2024,Loratadine 10mg,OPC Pharma,Để xa tầm tay trẻ em,69,33,1,0
4/25/2024,Omeprazole 20mg,OPC Pharma,Giữ trong tủ lạnh (2-8°C),81,28,1,1
4/26/2024,Paracetamol 500mg,Boston Pharma,Tránh ánh nắng trực tiếp,57,22,1,0
4/26/2024,Amoxicillin 250mg,Mekophar,Giữ trong tủ lạnh (2-8°C),89,29,1,0
4/26/2024,Vitamin C 1000mg,Stella Pharma,Tránh ánh nắng trực tiếp,49,32,1,0
4/26/2024,Ibuprofen 400mg,Imexpharm,Bảo quản ở nhiệt độ phòng,97,21,1,1
4/26/2024,Aspirin 81mg,DHG Pharmacy,"Bảo quản nơi khô ráo, thoáng mát",18,23,1,1
4/26/2024,Cefixime 200mg,Imexpharm,Để xa tầm tay trẻ em,74,23,1,0
4/26/2024,Loratadine 10mg,Stella Pharma,"Bảo quản nơi khô ráo, thoáng mát",90,24,1,1
4/26/2024,Omeprazole 20mg,Stella Pharma,Bảo quản ở nhiệt độ phòng,10,35,1,0
4/27/2024,Paracetamol 500mg,Stella Pharma,Bảo quản ở nhiệt độ phòng,105,27,1,1
4/27/2024,Amoxicillin 250mg,Imexpharm,"Bảo quản nơi khô ráo, thoáng mát",88,30,1,1
4/27/2024,Vitamin C 1000mg,DHG Pharmacy,Bảo quản ở nhiệt độ phòng,59,30,1,0
4/27/2024,Ibuprofen 400mg,Mekophar,Để xa tầm tay trẻ em,27,20,1,1
4/27/2024,Aspirin 81mg,Traphaco,Bảo quản ở nhiệt độ phòng,40,29,1,0
4/27/2024,Cefixime 200mg,Imexpharm,Giữ trong tủ lạnh (2-8°C),15,24,1,1
4/27/2024,Loratadine 10mg,Imexpharm,Tránh ánh nắng trực tiếp,34,35,1,1
4/27/2024,Omeprazole 20mg,Stella Pharma,Để xa tầm tay trẻ em,98,25,1,1
4/28/2024,Paracetamol 500mg,DHG Pharmacy,"Bảo quản nơi khô ráo, thoáng mát",101,32,1,0
4/28/2024,Amoxicillin 250mg,Stella Pharma,Tránh ánh nắng trực tiếp,68,23,1,1
4/28/2024,Vitamin C 1000mg,DHG Pharmacy,Giữ trong tủ lạnh (2-8°C),52,27,1,1
4/28/2024,Ibuprofen 400mg,Boston Pharma,Giữ trong tủ lạnh (2-8°C),81,25,1,0
4/28/2024,Aspirin 81mg,Imexpharm,Tránh ánh nắng trực tiếp,60,25,1,1
4/28/2024,Cefixime 200mg,Traphaco,Bảo quản ở nhiệt độ phòng,98,20,1,1
4/28/2024,Loratadine 10mg,Boston Pharma,Bảo quản ở nhiệt độ phòng,20,20,1,1
4/28/2024,Omeprazole 20mg,Boston Pharma,Giữ trong tủ lạnh (2-8°C),28,24,1,0
4/29/2024,Paracetamol 500mg,Stella Pharma,Bảo quản ở nhiệt độ phòng,114,21,1,1
4/29/2024,Amoxicillin 250mg,Mekophar,Tránh ánh nắng trực tiếp,19,25,1,1
4/29/2024,Vitamin C 1000mg,Stella Pharma,"Bảo quản nơi khô ráo, thoáng mát",103,32,1,1
4/29/2024,Ibuprofen 400mg,OPC Pharma,Bảo quản ở nhiệt độ phòng,18,34,1,0
4/29/2024,Aspirin 81mg,OPC Pharma,Để xa tầm tay trẻ em,85,32,1,1
4/29/2024,Cefixime 200mg,Mekophar,"Bảo quản nơi khô ráo, thoáng mát",82,34,1,0
4/29/2024,Loratadine 10mg,Imexpharm,Tránh ánh nắng trực tiếp,57,28,1,1
4/29/2024,Omeprazole 20mg,OPC Pharma,"Bảo quản nơi khô ráo, thoáng mát",50,26,1,0
4/30/2024,Paracetamol 500mg,Imexpharm,"Bảo quản nơi khô ráo, thoáng mát",115,34,0,1
4/30/2024,Amoxicillin 250mg,Mekophar,"Bảo quản nơi khô ráo, thoáng mát",24,30,0,1
4/30/2024,Vitamin C 1000mg,Mekophar,Để xa tầm tay trẻ em,69,23,0,1
4/30/2024,Ibuprofen 400mg,Mekophar,Tránh ánh nắng trực tiếp,29,29,0,0
4/30/2024,Aspirin 81mg,DHG Pharmacy,Bảo quản ở nhiệt độ phòng,41,35,0,0
4/30/2024,Cefixime 200mg,Stella Pharma,Tránh ánh nắng trực tiếp,106,27,0,0
4/30/2024,Loratadine 10mg,Boston Pharma,Bảo quản ở nhiệt độ phòng,76,29,0,0
4/30/2024,Omeprazole 20mg,Stella Pharma,Tránh ánh nắng trực tiếp,70,27,0,0
5/1/2024,Paracetamol 500mg,Mekophar,Để xa tầm tay trẻ em,38,21,0,1
5/1/2024,Amoxicillin 250mg,Stella Pharma,Bảo quản ở nhiệt độ phòng,32,35,0,0
5/1/2024,Vitamin C 1000mg,Stella Pharma,Để xa tầm tay trẻ em,102,28,0,0
5/1/2024,Ibuprofen 400mg,Boston Pharma,Để xa tầm tay trẻ em,10,23,0,1
5/1/2024,Aspirin 81mg,Imexpharm,Tránh ánh nắng trực tiếp,37,26,0,1
5/1/2024,Cefixime 200mg,OPC Pharma,Để xa tầm tay trẻ em,35,23,0,0
5/1/2024,Loratadine 10mg,Boston Pharma,Tránh ánh nắng trực tiếp,38,35,0,1
5/1/2024,Omeprazole 20mg,Boston Pharma,Tránh ánh nắng trực tiếp,100,29,0,1
5/2/2024,Paracetamol 500mg,Stella Pharma,"Bảo quản nơi khô ráo, thoáng mát",54,23,0,1
5/2/2024,Amoxicillin 250mg,Stella Pharma,Bảo quản ở nhiệt độ phòng,33,34,0,1
5/2/2024,Vitamin C 1000mg,Imexpharm,Bảo quản ở nhiệt độ phòng,63,28,0,1
5/2/2024,Ibuprofen 400mg,Imexpharm,Bảo quản ở nhiệt độ phòng,24,27,0,1
5/2/2024,Aspirin 81mg,Imexpharm,Bảo quản ở nhiệt độ phòng,98,27,0,0
5/2/2024,Cefixime 200mg,Imexpharm,"Bảo quản nơi khô ráo, thoáng mát",104,27,0,1
5/2/2024,Loratadine 10mg,Mekophar,Bảo quản ở nhiệt độ phòng,112,35,0,0
5/2/2024,Omeprazole 20mg,OPC Pharma,"Bảo quản nơi khô ráo, thoáng mát",91,25,0,1
5/3/2024,Paracetamol 500mg,Stella Pharma,Bảo quản ở nhiệt độ phòng,41,21,0,1
5/3/2024,Amoxicillin 250mg,Mekophar,Giữ trong tủ lạnh (2-8°C),30,26,0,0
5/3/2024,Vitamin C 1000mg,OPC Pharma,"Bảo quản nơi khô ráo, thoáng mát",104,34,0,0
5/3/2024,Ibuprofen 400mg,DHG Pharmacy,Tránh ánh nắng trực tiếp,107,27,0,0
5/3/2024,Aspirin 81mg,Mekophar,Bảo quản ở nhiệt độ phòng,38,33,0,1
5/3/2024,Cefixime 200mg,Imexpharm,Tránh ánh nắng trực tiếp,19,30,0,0
5/3/2024,Loratadine 10mg,Stella Pharma,Tránh ánh nắng trực tiếp,81,25,0,0
5/3/2024,Omeprazole 20mg,Mekophar,Để xa tầm tay trẻ em,22,21,0,0
5/4/2024,Paracetamol 500mg,Boston Pharma,"Bảo quản nơi khô ráo, thoáng mát",70,29,0,0
5/4/2024,Amoxicillin 250mg,Traphaco,"Bảo quản nơi khô ráo, thoáng mát",17,30,0,0
5/4/2024,Vitamin C 1000mg,DHG Pharmacy,Giữ trong tủ lạnh (2-8°C),103,28,0,0
5/4/2024,Ibuprofen 400mg,Mekophar,"Bảo quản nơi khô ráo, thoáng mát",96,33,0,0
5/4/2024,Aspirin 81mg,Imexpharm,Giữ trong tủ lạnh (2-8°C),25,28,0,0
5/4/2024,Cefixime 200mg,OPC Pharma,Giữ trong tủ lạnh (2-8°C),63,28,0,1
5/4/2024,Loratadine 10mg,Imexpharm,Để xa tầm tay trẻ em,119,31,0,1
5/4/2024,Omeprazole 20mg,Imexpharm,Tránh ánh nắng trực tiếp,77,26,0,0
5/5/2024,Paracetamol 500mg,Mekophar,Để xa tầm tay trẻ em,44,33,0,0
5/5/2024,Amoxicillin 250mg,Stella Pharma,Bảo quản ở nhiệt độ phòng,14,32,0,1
5/5/2024,Vitamin C 1000mg,Traphaco,Để xa tầm tay trẻ em,73,34,0,1
5/5/2024,Ibuprofen 400mg,DHG Pharmacy,Bảo quản ở nhiệt độ phòng,46,30,0,1
5/5/2024,Aspirin 81mg,DHG Pharmacy,Tránh ánh nắng trực tiếp,50,31,0,1
5/5/2024,Cefixime 200mg,DHG Pharmacy,Giữ trong tủ lạnh (2-8°C),60,30,0,1
5/5/2024,Loratadine 10mg,Imexpharm,"Bảo quản nơi khô ráo, thoáng mát",52,20,0,1
5/5/2024,Omeprazole 20mg,DHG Pharmacy,Tránh ánh nắng trực tiếp,98,28,0,0
5/6/2024,Paracetamol 500mg,Stella Pharma,"Bảo quản nơi khô ráo, thoáng mát",90,32,0,1
5/6/2024,Amoxicillin 250mg,Boston Pharma,Bảo quản ở nhiệt độ phòng,102,21,0,1
5/6/2024,Vitamin C 1000mg,Imexpharm,Tránh ánh nắng trực tiếp,25,21,0,1
5/6/2024,Ibuprofen 400mg,Mekophar,Tránh ánh nắng trực tiếp,57,35,0,0
5/6/2024,Aspirin 81mg,Imexpharm,Bảo quản ở nhiệt độ phòng,85,33,0,1
5/6/2024,Cefixime 200mg,Stella Pharma,Tránh ánh nắng trực tiếp,27,20,0,1
5/6/2024,Loratadine 10mg,Boston Pharma,Tránh ánh nắng trực tiếp,100,30,0,1
5/6/2024,Omeprazole 20mg,Imexpharm,"Bảo quản nơi khô ráo, thoáng mát",30,30,0,1
5/7/2024,Paracetamol 500mg,OPC Pharma,Để xa tầm tay trẻ em,75,35,0,1
5/7/2024,Amoxicillin 250mg,Traphaco,Giữ trong tủ lạnh (2-8°C),48,30,0,0
5/7/2024,Vitamin C 1000mg,Traphaco,Tránh ánh nắng trực tiếp,88,26,0,0
5/7/2024,Ibuprofen 400mg,Imexpharm,Giữ trong tủ lạnh (2-8°C),23,24,0,0
5/7/2024,Aspirin 81mg,OPC Pharma,Bảo quản ở nhiệt độ phòng,26,23,0,0
5/7/2024,Cefixime 200mg,Stella Pharma,"Bảo quản nơi khô ráo, thoáng mát",19,31,0,1
5/7/2024,Loratadine 10mg,Stella Pharma,Tránh ánh nắng trực tiếp,16,34,0,1
5/7/2024,Omeprazole 20mg,Stella Pharma,"Bảo quản nơi khô ráo, thoáng mát",65,22,0,1
5/8/2024,Paracetamol 500mg,Traphaco,Để xa tầm tay trẻ em,99,25,0,0
5/8/2024,Amoxicillin 250mg,Stella Pharma,"Bảo quản nơi khô ráo, thoáng mát",107,29,0,0
5/8/2024,Vitamin C 1000mg,Boston Pharma,Tránh ánh nắng trực tiếp,81,20,0,0
5/8/2024,Ibuprofen 400mg,DHG Pharmacy,Bảo quản ở nhiệt độ phòng,49,29,0,0
5/8/2024,Aspirin 81mg,DHG Pharmacy,Để xa tầm tay trẻ em,13,33,0,1
5/8/2024,Cefixime 200mg,Boston Pharma,Để xa tầm tay trẻ em,26,28,0,0
5/8/2024,Loratadine 10mg,Traphaco,Tránh ánh nắng trực tiếp,10,25,0,0
5/8/2024,Omeprazole 20mg,DHG Pharmacy,Bảo quản ở nhiệt độ phòng,39,25,0,1
5/9/2024,Paracetamol 500mg,Boston Pharma,Bảo quản ở nhiệt độ phòng,53,31,0,0
5/9/2024,Amoxicillin 250mg,Stella Pharma,Bảo quản ở nhiệt độ phòng,17,31,0,1
5/9/2024,Vitamin C 1000mg,DHG Pharmacy,"Bảo quản nơi khô ráo, thoáng mát",85,24,0,0
5/9/2024,Ibuprofen 400mg,DHG Pharmacy,Bảo quản ở nhiệt độ phòng,29,28,0,0
5/9/2024,Aspirin 81mg,OPC Pharma,Tránh ánh nắng trực tiếp,103,28,0,0
5/9/2024,Cefixime 200mg,DHG Pharmacy,Bảo quản ở nhiệt độ phòng,56,29,0,1
5/9/2024,Loratadine 10mg,OPC Pharma,Bảo quản ở nhiệt độ phòng,84,34,0,0
5/9/2024,Omeprazole 20mg,Mekophar,Giữ trong tủ lạnh (2-8°C),73,24,0,0
5/10/2024,Paracetamol 500mg,DHG Pharmacy,Giữ trong tủ lạnh (2-8°C),24,22,0,0
5/10/2024,Amoxicillin 250mg,Boston Pharma,Để xa tầm tay trẻ em,80,23,0,1
5/10/2024,Vitamin C 1000mg,DHG Pharmacy,Tránh ánh nắng trực tiếp,59,21,0,1
5/10/2024,Ibuprofen 400mg,Imexpharm,Bảo quản ở nhiệt độ phòng,52,25,0,1
5/10/2024,Aspirin 81mg,OPC Pharma,Để xa tầm tay trẻ em,77,23,0,0
5/10/2024,Cefixime 200mg,DHG Pharmacy,"Bảo quản nơi khô ráo, thoáng mát",50,31,0,1
5/10/2024,Loratadine 10mg,Boston Pharma,Giữ trong tủ lạnh (2-8°C),35,27,0,1
5/10/2024,Omeprazole 20mg,DHG Pharmacy,"Bảo quản nơi khô ráo, thoáng mát",53,27,0,0
5/11/2024,Paracetamol 500mg,Mekophar,Để xa tầm tay trẻ em,85,20,0,1
5/11/2024,Amoxicillin 250mg,Boston Pharma,Giữ trong tủ lạnh (2-8°C),92,27,0,1
5/11/2024,Vitamin C 1000mg,OPC Pharma,Giữ trong tủ lạnh (2-8°C),110,30,0,1
5/11/2024,Ibuprofen 400mg,Boston Pharma,"Bảo quản nơi khô ráo, thoáng mát",107,35,0,1
5/11/2024,Aspirin 81mg,Stella Pharma,Tránh ánh nắng trực tiếp,104,30,0,1
5/11/2024,Cefixime 200mg,Stella Pharma,"Bảo quản nơi khô ráo, thoáng mát",91,26,0,1
5/11/2024,Loratadine 10mg,Stella Pharma,Để xa tầm tay trẻ em,11,33,0,0
5/11/2024,Omeprazole 20mg,Mekophar,Tránh ánh nắng trực tiếp,97,24,0,1
5/12/2024,Paracetamol 500mg,Boston Pharma,"Bảo quản nơi khô ráo, thoáng mát",17,27,0,1
5/12/2024,Amoxicillin 250mg,Boston Pharma,Để xa tầm tay trẻ em,110,35,0,1
5/12/2024,Vitamin C 1000mg,OPC Pharma,Để xa tầm tay trẻ em,30,22,0,1
5/12/2024,Ibuprofen 400mg,Traphaco,Bảo quản ở nhiệt độ phòng,71,31,0,0
5/12/2024,Aspirin 81mg,Imexpharm,"Bảo quản nơi khô ráo, thoáng mát",68,35,0,1
5/12/2024,Cefixime 200mg,Imexpharm,"Bảo quản nơi khô ráo, thoáng mát",18,28,0,1
5/12/2024,Loratadine 10mg,Boston Pharma,Giữ trong tủ lạnh (2-8°C),81,26,0,1
